Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscriber Type,Zip Code
911966,550,8/31/15 8:30,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:39,Embarcadero at Folsom,51,399,Subscriber,94303
911965,485,8/31/15 8:30,Embarcadero at Folsom,51,8/31/15 8:38,2nd at South Park,64,603,Subscriber,94105
911964,381,8/31/15 8:30,2nd at Townsend,61,8/31/15 8:36,Howard at 2nd,63,636,Subscriber,94105
911963,1033,8/31/15 8:30,Evelyn Park and Ride,30,8/31/15 8:47,Mountain View City Hall,27,194,Customer,94022
911962,429,8/31/15 8:29,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:37,2nd at Townsend,61,378,Subscriber,94903
911961,644,8/31/15 8:29,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:40,Temporary Transbay Terminal (Howard at Beale),55,335,Subscriber,94010
911960,527,8/31/15 8:29,Steuart at Market,74,8/31/15 8:38,2nd at Townsend,61,608,Subscriber,94110
911959,512,8/31/15 8:29,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:38,Powell Street BART,39,400,Subscriber,94941
911958,588,8/31/15 8:29,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:39,Howard at 2nd,63,292,Subscriber,94111
911957,966,8/31/15 8:29,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:45,Embarcadero at Vallejo,48,535,Subscriber,94403
911956,1090,8/31/15 8:28,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:47,Market at 10th,67,428,Subscriber,94903
911955,691,8/31/15 8:29,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:40,Post at Kearny,47,472,Subscriber,94002
911954,605,8/31/15 8:28,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:39,Howard at 2nd,63,238,Subscriber,94025
911953,792,8/31/15 8:28,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:41,Harry Bridges Plaza (Ferry Building),50,56,Subscriber,94086
911952,459,8/31/15 8:28,Beale at Market,56,8/31/15 8:36,2nd at Townsend,61,16,Subscriber,94607
911951,649,8/31/15 8:28,Civic Center BART (7th at Market),72,8/31/15 8:39,Clay at Battery,41,269,Subscriber,94110
911950,480,8/31/15 8:28,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:36,Embarcadero at Vallejo,48,344,Subscriber,94595
911949,390,8/31/15 8:28,Market at 4th,76,8/31/15 8:34,San Francisco Caltrain (Townsend at 4th),70,187,Subscriber,95054
911948,714,8/31/15 8:27,Washington at Kearny,46,8/31/15 8:39,2nd at South Park,64,405,Subscriber,94133
911947,660,8/31/15 8:27,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:38,Market at 10th,67,544,Subscriber,94061
911946,849,8/31/15 8:27,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:41,Davis at Jackson,42,86,Subscriber,94002
911945,811,8/31/15 8:27,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:40,Beale at Market,56,513,Subscriber,94089
911944,967,8/31/15 8:27,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:43,Davis at Jackson,42,328,Subscriber,94024
911943,312,8/31/15 8:26,Howard at 2nd,63,8/31/15 8:32,2nd at Townsend,61,487,Subscriber,94965
911942,238,8/31/15 8:26,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:30,Townsend at 7th,65,578,Subscriber,94010
911941,931,8/31/15 8:26,Broadway St at Battery St,82,8/31/15 8:41,San Francisco Caltrain (Townsend at 4th),70,614,Subscriber,94105
911940,539,8/31/15 8:25,Market at 10th,67,8/31/15 8:34,San Francisco Caltrain 2 (330 Townsend),69,406,Subscriber,94103
911938,112,8/31/15 8:24,2nd at Townsend,61,8/31/15 8:26,2nd at South Park,64,321,Subscriber,94107
911937,525,8/31/15 8:24,2nd at Townsend,61,8/31/15 8:33,Steuart at Market,74,191,Subscriber,95120
911936,880,8/31/15 8:24,Palo Alto Caltrain Station,34,8/31/15 8:38,Park at Olive,38,211,Subscriber,94002
911935,458,8/31/15 8:23,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:31,Howard at 2nd,63,404,Subscriber,94107
911934,209,8/31/15 8:22,Temporary Transbay Terminal (Howard at Beale),55,8/31/15 8:26,Mechanics Plaza (Market at Battery),75,459,Subscriber,94618
911933,699,8/31/15 8:22,Market at 10th,67,8/31/15 8:33,Market at Sansome,77,498,Subscriber,94105
911932,366,8/31/15 8:21,Beale at Market,56,8/31/15 8:28,2nd at Townsend,61,385,Subscriber,94563
911931,277,8/31/15 8:21,Steuart at Market,74,8/31/15 8:25,Broadway St at Battery St,82,377,Subscriber,94702
911930,582,8/31/15 8:21,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:30,2nd at South Park,64,505,Subscriber,94920
911928,432,8/31/15 8:20,Beale at Market,56,8/31/15 8:28,Broadway St at Battery St,82,613,Subscriber,94114
911926,566,8/31/15 8:20,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:30,Post at Kearny,47,566,Subscriber,95442
911925,655,8/31/15 8:20,2nd at Townsend,61,8/31/15 8:31,Harry Bridges Plaza (Ferry Building),50,334,Subscriber,95148
911924,657,8/31/15 8:20,2nd at Townsend,61,8/31/15 8:31,Harry Bridges Plaza (Ferry Building),50,408,Customer,94087
911923,299,8/31/15 8:20,Embarcadero at Bryant,54,8/31/15 8:25,Embarcadero at Folsom,51,137,Subscriber,94103
911922,578,8/31/15 8:18,Embarcadero at Bryant,54,8/31/15 8:28,Yerba Buena Center of the Arts (3rd @ Howard),68,579,Subscriber,94105
911920,259,8/31/15 8:18,Steuart at Market,74,8/31/15 8:23,Clay at Battery,41,279,Subscriber,94305
911919,722,8/31/15 8:18,Townsend at 7th,65,8/31/15 8:30,Spear at Folsom,49,514,Subscriber,94103
911918,758,8/31/15 8:17,Townsend at 7th,65,8/31/15 8:30,Post at Kearny,47,509,Subscriber,94111
911917,324,8/31/15 8:18,Evelyn Park and Ride,30,8/31/15 8:23,Mountain View Caltrain Station,28,92,Subscriber,94040
911916,335,8/31/15 8:18,Washington at Kearny,46,8/31/15 8:23,Temporary Transbay Terminal (Howard at Beale),55,593,Subscriber,94133
911915,594,8/31/15 8:17,Embarcadero at Bryant,54,8/31/15 8:27,Townsend at 7th,65,431,Subscriber,94105
911914,1005,8/31/15 8:16,Spear at Folsom,49,8/31/15 8:33,Market at 10th,67,352,Subscriber,94105
911913,604,8/31/15 8:15,Embarcadero at Folsom,51,8/31/15 8:25,Yerba Buena Center of the Arts (3rd @ Howard),68,528,Subscriber,95131
911912,443,8/31/15 8:15,Embarcadero at Sansome,60,8/31/15 8:22,Mechanics Plaza (Market at Battery),75,549,Subscriber,94133
911911,592,8/31/15 8:15,Embarcadero at Bryant,54,8/31/15 8:24,Commercial at Montgomery,45,553,Subscriber,94105
911910,312,8/31/15 8:14,Civic Center BART (7th at Market),72,8/31/15 8:19,South Van Ness at Market,66,493,Subscriber,94611
911909,214,8/31/15 8:13,Evelyn Park and Ride,30,8/31/15 8:17,Mountain View Caltrain Station,28,13,Subscriber,94043
911908,522,8/31/15 8:13,Market at Sansome,77,8/31/15 8:22,2nd at Townsend,61,526,Subscriber,94401
911907,1025,8/31/15 8:13,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:30,Commercial at Montgomery,45,67,Subscriber,94070
911906,334,8/31/15 8:13,2nd at Townsend,61,8/31/15 8:19,San Francisco Caltrain (Townsend at 4th),70,578,Subscriber,94107
911905,390,8/31/15 8:13,Steuart at Market,74,8/31/15 8:19,Embarcadero at Sansome,60,423,Subscriber,94597
911904,264,8/31/15 8:13,Steuart at Market,74,8/31/15 8:17,Clay at Battery,41,484,Subscriber,94596
911901,185,8/31/15 8:12,Townsend at 7th,65,8/31/15 8:16,San Francisco Caltrain 2 (330 Townsend),69,535,Subscriber,94107
911900,656,8/31/15 8:12,Embarcadero at Folsom,51,8/31/15 8:23,2nd at Townsend,61,382,Subscriber,94107
911899,498,8/31/15 8:12,2nd at Townsend,61,8/31/15 8:20,Steuart at Market,74,377,Subscriber,94070
911898,764,8/31/15 8:12,Civic Center BART (7th at Market),72,8/31/15 8:24,Spear at Folsom,49,451,Subscriber,94080
911897,516,8/31/15 8:11,Spear at Folsom,49,8/31/15 8:20,San Francisco Caltrain (Townsend at 4th),70,404,Subscriber,94707
911896,917,8/31/15 8:11,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:27,Harry Bridges Plaza (Ferry Building),50,400,Subscriber,94087
911894,786,8/31/15 8:11,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:24,Temporary Transbay Terminal (Howard at Beale),55,620,Customer,94066
911892,877,8/31/15 8:11,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:26,Yerba Buena Center of the Arts (3rd @ Howard),68,312,Subscriber,94590
911889,503,8/31/15 8:10,2nd at Folsom,62,8/31/15 8:18,Civic Center BART (7th at Market),72,600,Subscriber,94105
911888,784,8/31/15 8:10,Steuart at Market,74,8/31/15 8:23,5th at Howard,57,260,Subscriber,94930
911887,764,8/31/15 8:10,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:22,Broadway St at Battery St,82,542,Subscriber,95130
911886,549,8/31/15 8:09,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:18,Yerba Buena Center of the Arts (3rd @ Howard),68,351,Customer,94086
911885,918,8/31/15 8:09,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:25,Davis at Jackson,42,402,Subscriber,94111
911884,596,8/31/15 8:09,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:19,2nd at South Park,64,470,Subscriber,94939
911883,632,8/31/15 8:09,Embarcadero at Bryant,54,8/31/15 8:19,Embarcadero at Vallejo,48,376,Subscriber,94105
911880,670,8/31/15 8:08,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:20,2nd at Townsend,61,463,Subscriber,94949
911879,453,8/31/15 8:08,Temporary Transbay Terminal (Howard at Beale),55,8/31/15 8:16,Commercial at Montgomery,45,594,Subscriber,94530
911878,910,8/31/15 8:08,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:23,Mechanics Plaza (Market at Battery),75,355,Subscriber,95054
911876,780,8/31/15 8:08,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:21,Embarcadero at Vallejo,48,266,Subscriber,95128
911875,825,8/31/15 8:07,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:21,Davis at Jackson,42,363,Subscriber,94040
911874,529,8/31/15 8:08,San Jose Diridon Caltrain Station,2,8/31/15 8:16,MLK Library,11,656,Subscriber,94110
911873,738,8/31/15 8:07,Temporary Transbay Terminal (Howard at Beale),55,8/31/15 8:20,Townsend at 7th,65,415,Subscriber,94103
911872,651,8/31/15 8:07,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:18,Civic Center BART (7th at Market),72,562,Subscriber,94062
911871,658,8/31/15 8:07,Townsend at 7th,65,8/31/15 8:18,2nd at Folsom,62,311,Subscriber,94107
911870,518,8/31/15 8:07,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:16,Embarcadero at Folsom,51,397,Subscriber,94306
911869,558,8/31/15 8:07,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:16,Steuart at Market,74,279,Subscriber,94061
911868,540,8/31/15 8:07,San Francisco City Hall,58,8/31/15 8:16,San Francisco Caltrain 2 (330 Townsend),69,86,Subscriber,94102
911867,683,8/31/15 8:07,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:18,Market at Sansome,77,522,Subscriber,94402
911866,533,8/31/15 8:06,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:15,Embarcadero at Folsom,51,501,Subscriber,94061
911865,804,8/31/15 8:07,Embarcadero at Sansome,60,8/31/15 8:20,Powell Street BART,39,434,Subscriber,94133
911864,723,8/31/15 8:06,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:18,Temporary Transbay Terminal (Howard at Beale),55,461,Subscriber,95008
911863,292,8/31/15 8:06,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:11,Townsend at 7th,65,514,Subscriber,94301
911862,312,8/31/15 8:06,2nd at South Park,64,8/31/15 8:11,Post at Kearny,47,557,Subscriber,94107
911861,232,8/31/15 8:06,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:10,Townsend at 7th,65,267,Subscriber,94063
911860,473,8/31/15 8:06,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:14,Yerba Buena Center of the Arts (3rd @ Howard),68,359,Subscriber,94087
911859,533,8/31/15 8:05,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:14,2nd at Townsend,61,636,Subscriber,94949
911858,321,8/31/15 8:05,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:11,Embarcadero at Sansome,60,497,Subscriber,94568
911857,752,8/31/15 8:05,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:17,Davis at Jackson,42,282,Subscriber,95014
911856,396,8/31/15 8:05,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:11,2nd at Folsom,62,709,Subscriber,94949
911855,337,8/31/15 8:05,Grant Avenue at Columbus Avenue,73,8/31/15 8:10,Market at Sansome,77,66,Subscriber,94133
911854,448,8/31/15 8:04,Temporary Transbay Terminal (Howard at Beale),55,8/31/15 8:11,Embarcadero at Vallejo,48,320,Subscriber,94611
911853,399,8/31/15 8:04,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:10,5th at Howard,57,552,Subscriber,94303
911852,428,8/31/15 8:04,Commercial at Montgomery,45,8/31/15 8:11,Davis at Jackson,42,331,Subscriber,94111
911851,452,8/31/15 8:04,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:11,Powell Street BART,39,111,Subscriber,94070
911850,710,8/31/15 8:04,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:15,Embarcadero at Folsom,51,603,Subscriber,94085
911848,798,8/31/15 8:03,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:17,Market at 10th,67,406,Subscriber,94401
911846,344,8/31/15 8:03,Powell at Post (Union Square),71,8/31/15 8:09,Howard at 2nd,63,158,Subscriber,94108
911845,751,8/31/15 8:03,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:16,Embarcadero at Folsom,51,494,Subscriber,95131
911844,917,8/31/15 8:03,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:18,Washington at Kearny,46,540,Subscriber,94087
911843,791,8/31/15 8:02,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:16,Embarcadero at Vallejo,48,290,Subscriber,94065
911841,625,8/31/15 8:03,Steuart at Market,74,8/31/15 8:13,San Francisco Caltrain (Townsend at 4th),70,67,Subscriber,94601
911839,542,8/31/15 8:02,Howard at 2nd,63,8/31/15 8:11,San Francisco Caltrain (Townsend at 4th),70,620,Subscriber,94105
911836,445,8/31/15 8:01,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:09,2nd at Folsom,62,371,Subscriber,94558
911835,542,8/31/15 8:01,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:10,2nd at South Park,64,327,Subscriber,94510
911833,295,8/31/15 8:01,Powell Street BART,39,8/31/15 8:06,Market at 10th,67,69,Subscriber,94107
911832,135,8/31/15 8:01,Market at Sansome,77,8/31/15 8:03,Howard at 2nd,63,604,Subscriber,94114
911831,338,8/31/15 8:01,Steuart at Market,74,8/31/15 8:07,Embarcadero at Sansome,60,549,Subscriber,94565
911829,609,8/31/15 8:00,Powell at Post (Union Square),71,8/31/15 8:10,San Francisco Caltrain (Townsend at 4th),70,400,Subscriber,94108
911828,525,8/31/15 8:00,2nd at Folsom,62,8/31/15 8:09,San Francisco Caltrain (Townsend at 4th),70,402,Subscriber,94549
911827,371,8/31/15 7:58,Embarcadero at Sansome,60,8/31/15 8:05,Steuart at Market,74,503,Subscriber,94133
911826,561,8/31/15 7:59,Beale at Market,56,8/31/15 8:08,Embarcadero at Sansome,60,318,Subscriber,94549
911825,482,8/31/15 7:59,Steuart at Market,74,8/31/15 8:07,2nd at Townsend,61,559,Subscriber,94563
911824,2095,8/31/15 7:58,Spear at Folsom,49,8/31/15 8:33,Embarcadero at Vallejo,48,259,Subscriber,94105
911823,525,8/31/15 7:57,Temporary Transbay Terminal (Howard at Beale),55,8/31/15 8:06,Market at 4th,76,187,Subscriber,94501
911822,813,8/31/15 7:56,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:10,Embarcadero at Vallejo,48,512,Subscriber,94025
911821,591,8/31/15 7:56,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:06,Steuart at Market,74,260,Subscriber,94002
911820,394,8/31/15 7:55,Embarcadero at Bryant,54,8/31/15 8:02,San Francisco Caltrain (Townsend at 4th),70,406,Subscriber,94105
911819,595,8/31/15 7:55,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:05,Steuart at Market,74,423,Subscriber,94005
911818,154,8/31/15 7:55,Market at 4th,76,8/31/15 7:58,Yerba Buena Center of the Arts (3rd @ Howard),68,572,Subscriber,94707
911816,775,8/31/15 7:55,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:08,South Van Ness at Market,66,322,Subscriber,95030
911815,786,8/31/15 7:55,Steuart at Market,74,8/31/15 8:08,Townsend at 7th,65,426,Subscriber,94105
911814,300,8/31/15 7:54,Golden Gate at Polk,59,8/31/15 7:59,Market at 4th,76,621,Subscriber,94109
911813,679,8/31/15 7:54,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:05,Temporary Transbay Terminal (Howard at Beale),55,415,Subscriber,94030
911812,914,8/31/15 7:54,Howard at 2nd,63,8/31/15 8:09,Townsend at 7th,65,630,Subscriber,94618
911811,917,8/31/15 7:53,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:09,Clay at Battery,41,556,Subscriber,95110
911810,411,8/31/15 7:52,Powell at Post (Union Square),71,8/31/15 7:59,Steuart at Market,74,356,Subscriber,94108
911808,274,8/31/15 7:52,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 7:56,Townsend at 7th,65,558,Subscriber,94043
911807,264,8/31/15 7:52,Mountain View Caltrain Station,28,8/31/15 7:56,Castro Street and El Camino Real,32,147,Subscriber,94118
911806,534,8/31/15 7:52,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:01,Embarcadero at Folsom,51,598,Subscriber,94070
911804,381,8/31/15 7:51,San Jose Diridon Caltrain Station,2,8/31/15 7:58,San Pedro Square,6,168,Subscriber,95377
911803,730,8/31/15 7:51,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:04,Steuart at Market,74,479,Subscriber,95134
911802,681,8/31/15 7:51,Golden Gate at Polk,59,8/31/15 8:03,San Francisco Caltrain 2 (330 Townsend),69,282,Subscriber,94109
911801,560,8/31/15 7:51,Embarcadero at Folsom,51,8/31/15 8:00,San Francisco Caltrain (Townsend at 4th),70,494,Subscriber,94105
911800,1083,8/31/15 7:51,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:09,Golden Gate at Polk,59,607,Subscriber,94087
911799,335,8/31/15 7:51,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 7:56,Townsend at 7th,65,350,Subscriber,94103
911798,782,8/31/15 7:50,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 8:03,Market at 10th,67,458,Subscriber,95122
911797,630,8/31/15 7:50,San Francisco Caltrain (Townsend at 4th),70,8/31/15 8:01,Mechanics Plaza (Market at Battery),75,347,Subscriber,94040
911796,535,8/31/15 7:50,San Francisco Caltrain (Townsend at 4th),70,8/31/15 7:59,Beale at Market,56,392,Subscriber,94303
911795,105,8/31/15 7:50,Davis at Jackson,42,8/31/15 7:51,Broadway St at Battery St,82,439,Subscriber,94618
911794,978,8/31/15 7:50,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:06,Townsend at 7th,65,509,Subscriber,94568
911793,578,8/31/15 7:49,San Francisco Caltrain (Townsend at 4th),70,8/31/15 7:59,Harry Bridges Plaza (Ferry Building),50,327,Subscriber,94002
911792,278,8/31/15 7:49,Castro Street and El Camino Real,32,8/31/15 7:54,Mountain View Caltrain Station,28,46,Subscriber,94022
911791,658,8/31/15 7:49,Market at 10th,67,8/31/15 8:00,San Francisco Caltrain 2 (330 Townsend),69,540,Subscriber,94103
911789,191,8/31/15 7:47,Mountain View Caltrain Station,28,8/31/15 7:50,Evelyn Park and Ride,30,706,Subscriber,94111
911788,265,8/31/15 7:47,Evelyn Park and Ride,30,8/31/15 7:51,Mountain View Caltrain Station,28,192,Subscriber,94041
911787,781,8/31/15 7:46,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 7:59,Harry Bridges Plaza (Ferry Building),50,463,Subscriber,94107
911786,692,8/31/15 7:46,South Van Ness at Market,66,8/31/15 7:58,Townsend at 7th,65,96,Subscriber,94102
911785,541,8/31/15 7:46,San Francisco Caltrain (Townsend at 4th),70,8/31/15 7:55,Civic Center BART (7th at Market),72,525,Customer,78233
911784,497,8/31/15 7:45,Grant Avenue at Columbus Avenue,73,8/31/15 7:54,Powell Street BART,39,601,Subscriber,94133
911783,867,8/31/15 7:45,Steuart at Market,74,8/31/15 8:00,Townsend at 7th,65,311,Subscriber,94965
911782,229,8/31/15 7:45,Commercial at Montgomery,45,8/31/15 7:49,Davis at Jackson,42,439,Subscriber,94111
911781,439,8/31/15 7:44,San Jose Diridon Caltrain Station,2,8/31/15 7:52,San Pedro Square,6,679,Subscriber,94002
911780,479,8/31/15 7:44,Market at 10th,67,8/31/15 7:52,San Francisco Caltrain 2 (330 Townsend),69,322,Subscriber,94102
911778,170,8/31/15 7:43,Townsend at 7th,65,8/31/15 7:46,San Francisco Caltrain 2 (330 Townsend),69,458,Subscriber,94103
911777,318,8/31/15 7:42,Mountain View City Hall,27,8/31/15 7:47,Mountain View Caltrain Station,28,197,Subscriber,94041
911776,978,8/31/15 7:42,Temporary Transbay Terminal (Howard at Beale),55,8/31/15 7:58,Market at 10th,67,498,Subscriber,94618
911774,799,8/31/15 7:39,SJSU - San Salvador at 9th,16,8/31/15 7:52,San Jose Diridon Caltrain Station,2,656,Subscriber,95112
911773,567,8/31/15 7:39,5th at Howard,57,8/31/15 7:48,Townsend at 7th,65,317,Subscriber,94103
911772,507,8/31/15 7:39,MLK Library,11,8/31/15 7:47,San Jose Diridon Caltrain Station,2,168,Subscriber,95112
911771,511,8/31/15 7:39,Spear at Folsom,49,8/31/15 7:47,San Francisco Caltrain (Townsend at 4th),70,289,Subscriber,94301
911770,253,8/31/15 7:39,Mountain View Caltrain Station,28,8/31/15 7:43,Mountain View City Hall,27,228,Subscriber,93950
911769,111,8/31/15 7:39,Howard at 2nd,63,8/31/15 7:40,Market at Sansome,77,189,Subscriber,94107
911768,407,8/31/15 7:38,Embarcadero at Folsom,51,8/31/15 7:44,2nd at Townsend,61,191,Subscriber,94945
911767,1567,8/31/15 7:38,Harry Bridges Plaza (Ferry Building),50,8/31/15 8:04,2nd at Townsend,61,578,Subscriber,94960
911765,383,8/31/15 7:37,Civic Center BART (7th at Market),72,8/31/15 7:43,Townsend at 7th,65,535,Subscriber,94582
911764,607,8/31/15 7:37,MLK Library,11,8/31/15 7:47,San Jose Diridon Caltrain Station,2,37,Subscriber,95113
911763,886,8/31/15 7:37,Clay at Battery,41,8/31/15 7:51,San Francisco Caltrain (Townsend at 4th),70,290,Subscriber,94111
911762,219,8/31/15 7:36,Howard at 2nd,63,8/31/15 7:40,5th at Howard,57,496,Subscriber,94501
911761,1026,8/31/15 7:36,Grant Avenue at Columbus Avenue,73,8/31/15 7:53,San Francisco Caltrain (Townsend at 4th),70,415,Subscriber,94133
911760,761,8/31/15 7:35,Redwood City Caltrain Station,22,8/31/15 7:48,Stanford in Redwood City,25,215,Subscriber,95037
911757,298,8/31/15 7:34,5th at Howard,57,8/31/15 7:39,San Francisco Caltrain 2 (330 Townsend),69,350,Subscriber,94103
911754,440,8/31/15 7:33,Market at Sansome,77,8/31/15 7:41,2nd at Townsend,61,334,Subscriber,94706
911753,537,8/31/15 7:33,Market at 10th,67,8/31/15 7:42,Townsend at 7th,65,458,Subscriber,94102
911752,519,8/31/15 7:33,Market at 10th,67,8/31/15 7:42,Market at Sansome,77,576,Subscriber,94102
911751,611,8/31/15 7:33,Harry Bridges Plaza (Ferry Building),50,8/31/15 7:43,5th at Howard,57,592,Subscriber,94925
911750,710,8/31/15 7:32,Mechanics Plaza (Market at Battery),75,8/31/15 7:44,Golden Gate at Polk,59,284,Subscriber,94602
911749,790,8/31/15 7:32,Redwood City Caltrain Station,22,8/31/15 7:46,Stanford in Redwood City,25,671,Subscriber,94110
911748,803,8/31/15 7:32,Redwood City Caltrain Station,22,8/31/15 7:46,Stanford in Redwood City,25,196,Subscriber,94115
911745,769,8/31/15 7:32,Market at 10th,67,8/31/15 7:45,Washington at Kearny,46,372,Subscriber,94102
911744,388,8/31/15 7:32,San Jose Diridon Caltrain Station,2,8/31/15 7:38,San Pedro Square,6,95,Subscriber,94110
911743,614,8/31/15 7:31,Harry Bridges Plaza (Ferry Building),50,8/31/15 7:41,Yerba Buena Center of the Arts (3rd @ Howard),68,441,Subscriber,94107
911740,307,8/31/15 7:31,Grant Avenue at Columbus Avenue,73,8/31/15 7:36,Commercial at Montgomery,45,533,Subscriber,94103
911739,357,8/31/15 7:30,Powell at Post (Union Square),71,8/31/15 7:36,Howard at 2nd,63,354,Subscriber,94109
911738,588,8/31/15 7:29,5th at Howard,57,8/31/15 7:39,Harry Bridges Plaza (Ferry Building),50,636,Subscriber,94107
911736,433,8/31/15 7:29,Powell at Post (Union Square),71,8/31/15 7:36,Harry Bridges Plaza (Ferry Building),50,578,Subscriber,94111
911735,698,8/31/15 7:28,Broadway St at Battery St,82,8/31/15 7:40,San Francisco Caltrain (Townsend at 4th),70,392,Subscriber,94133
911734,536,8/31/15 7:28,Embarcadero at Bryant,54,8/31/15 7:37,San Francisco Caltrain (Townsend at 4th),70,607,Subscriber,94105
911733,186,8/31/15 7:27,Spear at Folsom,49,8/31/15 7:30,Steuart at Market,74,559,Subscriber,94105
911732,259,8/31/15 7:26,Townsend at 7th,65,8/31/15 7:30,San Francisco Caltrain 2 (330 Townsend),69,463,Subscriber,94107
911731,618,8/31/15 7:26,Temporary Transbay Terminal (Howard at Beale),55,8/31/15 7:36,San Francisco Caltrain (Townsend at 4th),70,347,Subscriber,94530
911730,697,8/31/15 7:25,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 7:37,Market at 10th,67,540,Subscriber,94025
911729,279,8/31/15 7:25,Harry Bridges Plaza (Ferry Building),50,8/31/15 7:30,Embarcadero at Sansome,60,455,Subscriber,94124
911728,422,8/31/15 7:25,Market at Sansome,77,8/31/15 7:32,2nd at South Park,64,412,Subscriber,94549
911727,557,8/31/15 7:24,Embarcadero at Sansome,60,8/31/15 7:34,Beale at Market,56,613,Subscriber,94111
911726,669,8/31/15 7:24,San Francisco Caltrain (Townsend at 4th),70,8/31/15 7:36,Temporary Transbay Terminal (Howard at Beale),55,498,Subscriber,94025
911725,728,8/31/15 7:24,San Francisco Caltrain (Townsend at 4th),70,8/31/15 7:36,Powell Street BART,39,631,Subscriber,94102
911724,633,8/31/15 7:23,Temporary Transbay Terminal (Howard at Beale),55,8/31/15 7:34,San Francisco City Hall,58,480,Subscriber,94530
911723,716,8/31/15 7:23,San Francisco Caltrain 2 (330 Townsend),69,8/31/15 7:35,Davis at Jackson,42,418,Subscriber,94025
911722,454,8/31/15 7:22,San Francisco Caltrain (Townsend at 4th),70,8/31/15 7:30,Embarcadero at Folsom,51,494,Subscriber,94062
