0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
98,80,84,2,21,88,94,46,96,44,52,86,7,81,25,29,32,68,81,15,70,15,30,27,23,62,86,8,91,17,26,98,26,34,60,81,48,55,13,48,7,78,66,69,85,59,60,85,14,75,36,39,74,54,16,32,83,16,37,60,87,49,87,51,12,75,9,85,45,42,68,16,25,34,3,88,10,51,94,57,82,22,59,63,19,92,70,47,52,82,62,87,57,36,40,44,9,11,38,17
39,61,63,83,84,100,33,18,52,83,82,39,77,57,50,25,47,48,82,25,38,87,84,35,26,62,40,36,63,60,56,2,71,39,40,23,100,100,80,30,14,35,82,88,89,88,100,93,79,72,88,27,9,46,100,70,45,20,25,8,44,63,60,69,48,51,7,30,89,89,50,71,74,31,35,24,14,63,13,23,75,44,7,87,60,89,4,97,92,68,86,68,16,98,16,81,74,46,2,79
19,67,12,38,100,97,23,55,29,5,60,3,60,22,93,77,30,69,33,68,72,49,37,75,38,87,39,52,100,35,9,90,48,87,21,38,54,76,12,7,26,54,32,42,11,31,68,39,93,77,98,10,100,4,70,97,15,93,75,34,38,47,54,87,9,92,27,9,39,82,27,85,69,20,4,91,27,77,25,20,45,37,2,10,20,37,95,68,56,87,58,65,63,54,57,72,76,3,5,93
49,73,11,100,20,67,63,72,73,79,20,94,52,69,54,54,53,34,92,29,61,23,89,44,63,64,3,54,37,93,82,61,26,10,10,66,59,50,55,59,42,82,52,97,71,91,9,17,14,56,47,95,21,32,10,94,68,61,48,9,86,82,47,58,24,73,91,98,2,40,81,22,44,14,31,11,65,68,57,34,55,99,99,98,92,31,92,1,87,97,13,46,90,20,13,31,57,32,9,35
16,90,36,45,39,23,9,22,11,2,72,14,12,32,39,90,79,65,28,28,66,6,44,93,29,71,16,60,100,32,92,53,57,24,60,12,31,18,85,77,4,5,12,8,45,77,28,79,97,22,26,57,89,4,54,34,37,96,13,47,67,82,69,26,68,30,1,29,91,28,38,27,46,17,21,100,62,6,63,67,39,17,6,31,80,71,8,2,61,73,6,73,8,29,8,62,32,53,97,33
19,5,54,32,66,23,4,35,24,55,62,15,36,90,91,61,45,86,46,67,98,40,29,66,37,72,44,28,70,94,83,67,52,21,16,21,62,99,56,75,27,91,99,35,41,55,22,30,43,56,49,54,67,23,9,59,14,69,90,44,21,97,32,7,39,100,61,42,77,83,3,67,88,20,100,33,13,58,10,20,67,47,42,69,56,12,25,60,14,57,5,19,75,70,78,57,57,55,46,78
75,85,99,89,84,69,2,45,14,63,87,28,37,45,57,81,23,55,25,82,4,62,6,57,74,19,57,48,24,92,55,68,79,99,27,56,82,61,23,62,3,27,54,15,84,42,86,56,84,75,22,45,79,46,84,2,83,92,23,85,95,90,28,49,51,27,87,47,14,6,55,23,78,97,53,96,98,21,74,70,70,22,61,77,66,11,15,96,37,93,42,89,62,49,16,20,90,6,72,21
4,4,55,87,27,18,61,66,2,87,35,88,4,8,15,76,22,4,11,16,98,50,7,69,82,41,15,50,3,6,98,92,23,59,83,27,78,9,30,92,52,19,58,64,1,28,80,45,29,49,97,64,93,50,65,68,33,1,68,96,100,16,35,74,17,11,48,96,50,100,72,77,64,27,13,37,79,95,95,63,34,77,67,54,53,58,1,61,15,22,15,71,44,13,91,37,24,47,99,99
10,90,71,42,92,5,78,33,64,22,64,77,13,49,8,59,86,82,37,74,87,70,45,41,72,61,87,92,18,1,13,37,27,57,34,66,61,92,71,77,10,11,11,42,64,34,23,12,74,10,98,57,69,6,83,51,35,47,62,52,84,34,96,70,69,35,18,57,56,57,50,6,99,52,93,64,40,25,85,77,66,62,93,89,14,66,6,3,54,28,37,51,93,79,14,88,28,11,67,9
62,42,54,7,83,4,44,61,81,48,17,5,95,95,82,97,70,99,12,24,99,77,80,77,51,8,20,27,2,52,17,16,33,4,51,22,56,65,75,80,50,18,39,5,91,28,19,91,56,54,4,18,41,77,12,31,84,97,29,37,56,29,8,58,44,52,18,33,11,11,90,79,87,69,15,92,98,10,79,78,12,64,27,78,83,96,92,12,20,59,56,20,5,14,43,74,8,79,58,39
55,74,67,55,73,13,97,6,31,49,31,44,74,89,99,86,86,49,68,20,23,56,63,12,22,97,38,28,83,38,41,38,20,4,93,92,24,82,24,95,48,13,42,80,95,1,54,4,95,32,9,77,72,82,90,17,70,48,37,19,47,30,93,60,17,7,29,72,42,10,86,54,88,51,67,25,16,9,14,15,88,26,83,88,85,23,13,55,66,95,78,6,47,40,16,100,3,79,53,13
4,91,1,70,52,5,42,79,3,30,97,55,30,11,18,52,73,13,57,40,60,50,1,23,46,99,72,69,5,76,80,84,52,98,99,75,50,83,23,4,11,71,39,14,37,16,11,72,1,78,99,90,56,96,70,16,33,91,63,6,81,45,4,91,84,68,97,25,75,9,77,78,82,34,24,84,7,63,5,63,76,87,96,54,11,58,75,92,70,26,4,43,8,27,9,79,18,88,79,55
31,67,35,78,12,5,44,39,46,45,48,72,70,92,8,53,80,44,89,5,33,57,39,1,81,40,98,35,2,95,40,73,78,48,54,98,17,6,26,80,67,13,34,70,23,93,62,32,50,52,56,62,82,55,72,45,81,41,51,19,96,22,84,89,94,23,2,52,36,65,11,49,59,31,2,68,57,43,78,1,30,78,11,72,31,5,97,70,8,20,59,35,87,52,36,56,67,11,84,63
74,33,28,37,19,64,11,77,31,60,12,35,77,100,58,64,17,37,4,35,57,56,12,4,60,49,74,68,75,92,38,15,99,12,63,92,77,25,24,88,36,39,2,63,63,49,69,41,94,10,18,71,94,57,46,37,36,52,61,92,100,19,89,9,10,63,79,32,8,15,1,6,11,59,72,58,17,63,77,37,9,76,5,14,11,48,18,47,26,64,83,69,80,66,21,74,72,99,8,67
15,67,22,83,78,31,17,97,68,73,35,4,36,22,61,54,90,50,73,87,99,83,47,29,37,43,80,58,56,65,48,34,9,43,89,87,21,59,50,49,56,79,77,62,95,88,35,38,39,48,12,22,4,24,24,71,55,89,89,33,66,15,14,31,11,75,87,20,59,55,2,59,85,55,100,27,32,93,95,37,82,61,30,66,33,79,36,73,11,18,43,7,62,90,98,43,44,48,66,13
18,27,41,47,20,83,84,98,41,40,13,25,100,15,34,51,68,73,21,12,67,62,41,98,9,15,93,26,65,46,31,90,39,11,12,95,72,9,59,83,78,50,56,52,92,54,78,9,86,18,44,38,86,32,21,96,32,98,9,65,10,29,94,72,98,20,47,45,58,90,41,91,46,7,93,70,77,19,78,95,85,59,57,53,10,90,94,72,34,43,46,11,98,38,95,88,92,12,99,48
89,1,99,22,41,91,5,97,55,69,56,97,19,98,97,62,38,4,59,63,83,50,39,58,36,18,8,81,29,51,34,15,89,59,92,63,28,42,72,29,84,55,32,28,100,1,46,82,13,38,64,67,10,80,14,4,42,93,18,36,18,80,33,62,13,24,94,40,44,40,60,99,69,14,47,96,66,83,31,32,38,24,61,7,26,86,32,48,75,16,50,17,6,92,62,22,98,22,80,27
67,76,15,77,50,8,56,42,88,17,88,17,86,1,15,88,81,37,76,61,99,7,61,39,85,37,42,68,62,84,27,53,51,80,88,52,82,16,91,14,58,31,46,10,44,53,23,94,76,60,92,57,49,88,61,85,91,90,55,66,38,6,54,26,10,3,8,73,2,97,60,5,82,62,22,9,49,22,84,91,94,43,57,65,68,5,100,29,71,12,87,86,78,66,27,7,44,86,59,62
94,60,22,4,78,46,26,26,33,18,21,21,20,60,83,62,39,21,80,37,23,96,61,50,49,100,40,16,29,67,76,62,73,53,27,23,58,85,93,68,42,88,46,31,63,38,14,48,12,68,2,57,3,97,28,92,99,30,23,54,49,8,84,14,41,87,81,95,78,45,29,71,4,81,90,54,94,22,31,7,98,44,45,13,20,47,93,79,65,91,86,34,36,58,53,96,8,83,54,93
35,98,3,83,68,73,38,74,31,99,31,92,10,81,16,82,26,37,65,73,6,33,87,52,4,30,57,89,6,20,86,98,99,28,42,47,29,39,22,7,85,91,83,47,56,63,32,58,31,14,60,34,60,80,6,42,89,14,77,28,44,42,62,78,10,12,94,88,59,1,37,67,12,65,50,7,63,80,86,26,10,33,97,9,71,45,53,35,56,39,77,88,32,60,45,69,94,58,95,3
86,64,73,83,48,71,43,22,62,14,94,92,82,73,84,30,50,29,11,58,55,47,65,55,7,94,100,22,15,34,82,78,26,23,68,12,83,27,36,72,82,33,75,57,46,78,3,17,98,73,7,30,23,67,4,80,34,96,64,50,48,32,90,72,19,15,14,94,69,40,38,85,17,74,96,93,56,62,36,99,39,28,65,6,48,9,97,41,23,14,27,78,79,85,49,45,53,37,56,97
45,46,3,40,92,40,67,5,1,30,20,88,81,37,91,97,43,12,42,77,81,82,80,33,18,57,5,10,50,21,59,84,66,64,13,89,27,75,72,48,50,100,74,29,66,16,27,19,26,44,95,71,8,66,92,71,34,73,82,45,75,82,42,55,100,75,57,88,48,99,56,1,53,8,9,26,24,33,45,28,52,22,46,41,51,25,16,54,93,25,19,80,52,26,20,52,14,62,25,70
16,95,22,89,64,86,38,4,95,68,75,3,74,42,65,80,98,1,97,63,93,7,13,30,77,17,95,9,84,62,97,9,36,76,6,45,43,64,12,80,89,69,21,25,55,63,12,95,54,24,43,40,32,38,84,25,50,36,43,57,38,85,48,10,91,25,84,49,22,62,61,53,30,39,94,94,12,42,99,14,36,43,19,18,56,21,68,59,61,37,75,85,54,29,40,36,41,20,4,40
87,9,77,80,84,54,15,47,16,24,21,8,43,89,97,9,72,6,89,38,35,62,57,33,27,13,56,58,61,41,89,34,67,52,19,22,12,69,59,12,68,4,63,23,82,64,6,100,100,12,59,31,78,28,4,23,31,39,18,22,99,83,24,49,76,9,49,54,78,6,23,15,2,68,49,63,32,16,22,58,92,24,6,35,75,80,71,30,42,23,34,68,91,4,72,91,6,18,93,52
3,69,97,71,19,39,98,76,30,52,71,99,54,76,84,73,81,56,42,99,62,6,64,33,5,42,21,81,92,72,45,75,42,7,14,23,44,89,27,46,15,52,44,89,83,99,70,66,56,66,53,54,47,14,56,84,94,90,75,99,51,49,28,71,83,49,42,23,53,10,72,64,80,10,91,87,85,57,23,32,67,17,51,45,59,13,18,78,24,4,66,2,3,6,63,15,66,54,22,60
9,44,16,100,3,52,76,18,97,82,7,43,9,1,23,15,21,35,81,50,11,29,28,72,18,10,23,66,39,78,59,99,21,16,8,8,83,75,87,8,96,8,27,71,22,28,82,1,26,97,98,10,6,55,22,44,79,49,98,71,2,59,72,26,61,74,38,62,93,35,80,85,8,50,9,23,36,90,94,96,98,69,10,89,84,42,99,3,72,73,90,41,57,98,31,32,52,25,79,7
53,71,91,3,60,84,98,93,11,79,22,79,70,87,28,90,63,89,30,73,51,17,39,58,28,27,44,28,85,86,29,2,3,36,21,60,42,29,74,2,24,37,52,96,52,28,26,26,22,95,50,82,49,78,89,51,40,97,34,97,69,54,51,8,18,73,70,59,71,34,60,45,73,88,58,68,37,36,56,93,13,2,23,53,25,53,33,98,27,42,16,20,79,1,19,64,87,30,43,94
70,9,8,65,52,96,30,1,80,8,63,41,12,41,93,55,56,14,13,23,2,16,40,44,86,27,26,97,65,97,43,28,6,73,81,62,4,11,22,95,14,50,49,40,77,87,18,57,10,99,8,44,40,34,48,92,76,98,100,69,76,82,93,8,87,29,55,36,9,1,16,10,73,16,6,65,83,13,33,70,82,63,98,67,29,87,77,58,28,20,44,60,18,16,53,64,18,93,9,69
99,54,23,9,87,39,52,65,6,29,11,77,70,22,3,5,68,96,42,74,77,82,25,26,49,71,10,68,30,31,14,54,49,36,92,14,39,96,2,12,10,58,1,64,91,18,7,47,42,37,20,30,15,60,88,33,65,76,55,42,26,24,23,40,88,60,60,60,53,44,27,41,8,67,15,90,82,36,13,83,95,61,46,18,55,4,17,7,83,12,46,94,13,36,76,36,26,79,92,32
64,41,28,68,88,30,84,46,61,44,34,26,32,7,63,43,62,53,52,37,4,38,66,87,25,59,86,7,66,65,98,74,5,74,55,61,73,8,33,80,76,48,90,92,4,8,55,51,47,15,46,6,15,62,92,59,88,91,49,43,53,16,15,34,80,22,1,76,45,86,43,6,52,63,95,48,94,80,6,82,29,96,68,74,15,46,69,7,22,21,6,82,18,64,59,95,60,24,45,81
15,15,88,98,20,61,12,1,26,77,83,36,51,5,17,99,42,37,69,62,11,3,60,91,57,26,52,81,40,26,42,27,63,9,84,70,60,65,19,90,64,96,72,58,93,49,47,8,52,52,50,10,71,33,6,75,51,90,30,91,58,50,25,95,60,53,89,62,18,5,50,1,81,32,78,10,70,22,50,13,8,96,20,81,48,85,27,93,75,73,23,34,42,30,23,63,82,44,30,41
49,90,91,26,72,54,14,54,92,96,31,46,82,29,93,19,47,97,60,73,52,70,87,60,58,20,44,23,4,80,44,91,54,73,26,6,49,63,68,86,17,49,91,45,98,90,82,44,19,1,37,21,28,34,30,38,16,4,84,52,52,84,1,10,26,67,58,50,14,91,54,87,97,83,28,90,66,53,65,22,97,76,55,24,98,100,26,52,35,87,12,70,78,52,87,6,92,53,82,63
